id,weight,age,sex,race,region,res16,marital,educ,degree,income16,class,occ10,prestg10,finrela,satfin,partyid,polviews,relig,attend,childs,happy,health,tvhours,usewww,getahead
2022-467,0.6245862508229586,49,Female,Black,South Atlantic,"in a large city (over 250,000)",Divorced,12th Grade,High school,"$75,000 to $89,999",Working Class,,Low,Below average,Not Satisfied,Democrat,Extremely Conservative,Catholic,Less Than Once A Year,2,Pretty Happy,Fair,6,,Hard Work
2022-470,1.1370215358915237,45,Female,White,South Atlantic,in open country but not on a farm,Married,2 Years College,High school,"$10,000 to $12,499",Working Class,,Low,Far below average,Not Satisfied,Independent,Moderate,Catholic,Several Times A Year,2,Pretty Happy,Good,,,
2022-471,3.5929955559847317,26,Female,White,South Atlantic,on a farm,Married,4 Years College,Graduate,"$150,000 to $169,999",Middle Class,,High,Above average,More or less satisfied,Democrat,Liberal,None,Never,0,Very Happy,Excellent,2,,
2022-472,0.25185710653990695,62,Female,White,South Atlantic,"in a large city (over 250,000)",Married,4 Years College,Bachelor's,"$130,000 to $149,999",Middle Class,,Low,Average,Satisfied,Independent,Slightly Conservative,None,Once A Year,1,Pretty Happy,Good,4,,
2022-474,0.5888510215904061,68,Male,White,South Atlantic,in a suburb near a large city,Married,12th Grade,High school,"$75,000 to $89,999",Working Class,,Low,Below average,More or less satisfied,"Independent, Near Democrat",Moderate,None,Once A Year,2,Pretty Happy,Good,8,,
2022-475,0.18552517030964905,68,Female,White,South Atlantic,in a suburb near a large city,Divorced,4 Years College,Bachelor's,"$35,000 to $39,999",Middle Class,,High,Below average,More or less satisfied,Democrat,Slightly Liberal,Protestant,Less Than Once A Year,4,Pretty Happy,Good,2,,
2022-476,0.19076637507060276,44,Female,White,South Atlantic,in a suburb near a large city,Divorced,3 Years College,Bachelor's,"$60,000 to $74,999",Working Class,,High,Below average,Not Satisfied,Democrat,Extremely Liberal,None,Never,2,Not Too Happy,Poor,1,,Luck
2022-478,2.1922969922882207,26,Female,White,South Atlantic,in open country but not on a farm,Never Married,5+ Years College,Graduate,"$110,000 to $129,999",Middle Class,,High,Average,More or less satisfied,Republican,Moderate,Catholic,Several Times A Year,0,Very Happy,Excellent,1,,Hard Work
2022-479,1.5903053425216513,21,Female,White,South Atlantic,"in a small city or town (under 50,000)",Never Married,12th Grade,High school,,Working Class,,Low,Average,More or less satisfied,"Independent, Near Democrat",Liberal,None,Never,0,Pretty Happy,Good,0,Yes,
2022-480,0.5037142130798139,61,Female,White,South Atlantic,"in a small city or town (under 50,000)",Married,4 Years College,Bachelor's,"$75,000 to $89,999",Middle Class,,High,Average,Satisfied,Strong Democrat,Liberal,None,Never,2,Pretty Happy,Good,2,,
2022-484,0.6173820727265337,18,Female,White,South Atlantic,in a suburb near a large city,Never Married,12th Grade,High school,"$170,000 or over",Middle Class,,Low,Above average,Satisfied,Democrat,Extremely Liberal,None,Never,0,Pretty Happy,Good,3,,
2022-486,2.9851834354208777,61,Female,Black,South Atlantic,"in a large city (over 250,000)",Never Married,12th Grade,High school,"Under $1,000",Middle Class,,Low,Below average,Not Satisfied,Strong Democrat,Liberal,Catholic,Once A Year,0,Not Too Happy,Fair,,,Hard Work
2022-488,0.1964637375256459,60,Male,Black,South Atlantic,"in a large city (over 250,000)",Never Married,4 Years College,Bachelor's,"$20,000 to $22,499",Working Class,,High,Below average,More or less satisfied,Strong Democrat,Slightly Liberal,Catholic,2-3 Times A Month,2,Pretty Happy,Good,5,,
2022-489,0.16367273225261159,51,Male,Black,South Atlantic,"in a medium-size city (50,000-250,000)",Never Married,12th Grade,High school,"$22,500 to $24,999",Working Class,Service occupations,Low,Below average,More or less satisfied,Strong Democrat,,Protestant,Once A Year,8,Pretty Happy,Fair,,,Hard Work
2022-490,0.4294059146643453,79,Female,White,South Atlantic,"in a large city (over 250,000)",Married,4 Years College,Bachelor's,"$60,000 to $74,999",Middle Class,,Low,Average,More or less satisfied,Democrat,Moderate,Jewish,Several Times A Year,8,Pretty Happy,Good,1,,Connections
2022-491,0.552891236765238,71,Female,White,South Atlantic,"in a medium-size city (50,000-250,000)",Married,2 Years College,High school,"$75,000 to $89,999",Middle Class,,High,Average,More or less satisfied,Strong Republican,Conservative,Jewish,Every Week,4,Pretty Happy,Good,,,
2022-494,0.6699250386028607,72,Male,Black,South Atlantic,"in a small city or town (under 50,000)",Widowed,4 Years College,Graduate,"$150,000 to $169,999",Middle Class,,High,Above average,More or less satisfied,"Independent, Near Democrat",Moderate,Protestant,Once A Year,1,Pretty Happy,Fair,,,Connections
2022-495,0.25285724869715837,38,Male,White,South Atlantic,in a suburb near a large city,Divorced,12th Grade,High school,,Working Class,,Low,Below average,Not Satisfied,"Independent, Near Democrat",Moderate,None,Never,2,Not Too Happy,Fair,1,,
2022-496,0.4686378477726064,65,Female,Black,South Atlantic,"in a large city (over 250,000)",Married,12th Grade,High school,"$75,000 to $89,999",Middle Class,,Low,Average,Satisfied,,,Protestant,Every Week,4,Pretty Happy,Good,,,
2022-499,7.935771158562539,40,Female,Black,South Atlantic,"in a small city or town (under 50,000)",Married,12th Grade,Less than high school,"$4,000 to $4,999",Lower Class,,Low,Below average,More or less satisfied,,Moderate,Protestant,Several Times A Year,4,Very Happy,Excellent,,,Hard Work
2022-501,0.8871959851628396,70,Female,Black,South Atlantic,"in a small city or town (under 50,000)",Separated,4 Years College,Bachelor's,"$12,500 to $14,999",Middle Class,,Low,Far above average,Not Satisfied,"Independent, Near Republican",Slightly Conservative,Protestant,Every Week,3,Not Too Happy,Fair,,,
2022-502,0.526180260045143,29,Male,White,South Atlantic,"in a small city or town (under 50,000)",Never Married,4 Years College,Bachelor's,"$170,000 or over",Middle Class,,High,Above average,Satisfied,Strong Democrat,Liberal,None,Never,0,Very Happy,Good,,,
2022-503,0.34276516573272103,29,Female,Black,South Atlantic,"in a small city or town (under 50,000)",Separated,12th Grade,High school,"$40,000 to $49,999",Working Class,,High,Average,More or less satisfied,Democrat,Moderate,Protestant,Once A Year,1,Pretty Happy,Fair,0,,
2022-504,1.0548556047842532,80,Male,Black,South Atlantic,"in a small city or town (under 50,000)",Never Married,9th Grade,Less than high school,"$10,000 to $12,499",Working Class,,Low,Average,Satisfied,Independent,Slightly Conservative,None,Never,1,Very Happy,Good,0,,
2022-508,0.19638292477118177,37,Male,White,South Atlantic,"in a large city (over 250,000)",Divorced,4 Years College,Graduate,"$75,000 to $89,999",Middle Class,,High,Average,More or less satisfied,Strong Democrat,Extremely Liberal,Catholic,Once A Year,0,Not Too Happy,Fair,3,,
2022-509,1.331315035477062,43,Male,Other,South Atlantic,"in a small city or town (under 50,000)",Never Married,12th Grade,High school,"$10,000 to $12,499",Lower Class,,Low,,Satisfied,"Independent, Near Republican",Moderate,None,Never,0,Pretty Happy,Good,,,Connections
2022-511,0.39276584954236354,34,Male,White,South Atlantic,"in a large city (over 250,000)",Never Married,4 Years College,Bachelor's,"$90,000 to $109,999",Middle Class,,High,Far above average,More or less satisfied,Democrat,Liberal,None,Once A Year,0,Pretty Happy,Good,0,,
2022-512,0.3687805376071448,34,Female,White,South Atlantic,in open country but not on a farm,Never Married,4 Years College,Bachelor's,"$130,000 to $149,999",Working Class,,Low,Above average,Not Satisfied,"Independent, Near Republican",Moderate,None,Once A Year,0,Very Happy,Good,7,,
2022-513,0.552891236765238,80,Female,White,South Atlantic,"in a small city or town (under 50,000)",Married,12th Grade,High school,"$75,000 to $89,999",Middle Class,,Low,Above average,More or less satisfied,Strong Democrat,Liberal,Catholic,Every Week,4,Pretty Happy,Good,,,Hard Work
2022-514,0.5888510215904061,70,Male,White,South Atlantic,in open country but not on a farm,Married,4 Years College,Associate/Junior college,"$130,000 to $149,999",Middle Class,,Low,Above average,More or less satisfied,Democrat,Slightly Liberal,Catholic,Less Than Once A Year,0,Very Happy,Good,3,,
2022-515,0.2802145657556447,61,Female,White,South Atlantic,"in a small city or town (under 50,000)",Divorced,2 Years College,Associate/Junior college,"$130,000 to $149,999",Middle Class,,Low,Above average,Satisfied,Democrat,Liberal,None,Never,3,Pretty Happy,Good,,,Luck
2022-517,0.21169307717431718,52,Female,Other,South Atlantic,"in a large city (over 250,000)",Divorced,11th Grade,Less than high school,"$15,000 to $17,499",Middle Class,Sales and office occupations,Low,Below average,Satisfied,Democrat,Moderate,Protestant,Once A Year,7,Pretty Happy,Good,,,Hard Work
2022-518,0.5364755475182187,53,Male,White,South Atlantic,"in a small city or town (under 50,000)",Married,5+ Years College,Bachelor's,"$90,000 to $109,999",Upper Class,,Low,Above average,Satisfied,Strong Democrat,Liberal,Jewish,Nearly Every Week,1,Pretty Happy,Fair,4,,
2022-519,2.3861519952506316,32,Female,Other,South Atlantic,in a suburb near a large city,Never Married,4 Years College,Bachelor's,"$170,000 or over",Middle Class,,High,Average,Satisfied,Democrat,Liberal,,Less Than Once A Year,0,Very Happy,Good,,,Connections
2022-521,0.21564426017668104,65,Male,Black,South Atlantic,,Never Married,12th Grade,High school,"Under $1,000",Middle Class,,Low,Below average,More or less satisfied,Independent,Extremely Conservative,Protestant,Less Than Once A Year,2,Pretty Happy,Excellent,6,Yes,Hard Work
2022-522,0.49404763526108353,23,Female,White,South Atlantic,"in a medium-size city (50,000-250,000)",Married,4 Years College,Bachelor's,"$22,500 to $24,999",Working Class,,Low,Average,More or less satisfied,Other,Liberal,None,Once A Year,0,Pretty Happy,Excellent,3,Yes,Luck
2022-524,0.8087781720480488,21,Female,Black,South Atlantic,in a suburb near a large city,Never Married,12th Grade,High school,"$110,000 to $129,999",Middle Class,,Low,Average,More or less satisfied,Independent,Moderate,None,Never,0,Pretty Happy,Good,,,
2022-525,2.4280723656750074,66,Female,Black,South Atlantic,in a suburb near a large city,Married,11th Grade,Less than high school,"$20,000 to $22,499",Middle Class,Service occupations,Low,Average,Not Satisfied,Strong Democrat,Extremely Conservative,Protestant,Every Week,4,Very Happy,Fair,8,No,
2022-528,1.1962962188671695,24,Female,Black,South Atlantic,"in a small city or town (under 50,000)",Never Married,2 Years College,Associate/Junior college,"$5,000 to $5,999",Working Class,,Low,Average,Not Satisfied,Republican,Slightly Liberal,None,Nearly Every Week,1,Pretty Happy,Excellent,,,Hard Work
2022-529,0.4763190410480539,24,Female,White,South Atlantic,"in a small city or town (under 50,000)",Married,1 Year College,High school,"$60,000 to $74,999",Working Class,,High,Average,More or less satisfied,Independent,Moderate,None,Never,0,Pretty Happy,Fair,,,Connections
2022-530,2.5366808469300346,45,Male,White,South Atlantic,"in a large city (over 250,000)",Married,2 Years College,Associate/Junior college,"$170,000 or over",Middle Class,,High,Above average,More or less satisfied,Republican,Slightly Conservative,Other,Never,3,Very Happy,Good,,,Connections
2022-534,0.5742538148333086,23,Male,Black,South Atlantic,in a suburb near a large city,Never Married,1 Year College,High school,"$40,000 to $49,999",Lower Class,,Low,Average,Satisfied,Other,Slightly Liberal,None,Never,0,Not Too Happy,Fair,,,Luck
2022-535,0.6438231055736928,47,Female,Other,South Atlantic,"in a medium-size city (50,000-250,000)",Married,4 Years College,Graduate,"$170,000 or over",Middle Class,,High,Average,Satisfied,Strong Democrat,Liberal,,Several Times A Year,0,Pretty Happy,Good,2,,
2022-537,0.6054864396994484,42,Male,White,South Atlantic,in a suburb near a large city,Married,1 Year College,High school,"$170,000 or over",Middle Class,,,Average,More or less satisfied,Independent,Moderate,None,Never,1,Very Happy,Good,2,,
2022-538,2.52272120681707,46,Female,White,South Atlantic,"in a medium-size city (50,000-250,000)",Married,1 Year College,High school,"$130,000 to $149,999",Middle Class,,,Average,More or less satisfied,Strong Republican,Conservative,Protestant,Every Week,4,Pretty Happy,Fair,2,,
2022-539,1.0729510950364374,54,Male,White,South Atlantic,"in a large city (over 250,000)",Married,4 Years College,Bachelor's,"$170,000 or over",Upper Class,,Low,Far above average,Satisfied,Strong Democrat,Liberal,None,Never,0,Pretty Happy,Good,2,,
2022-540,0.7510901167519389,42,Male,Other,South Atlantic,in a suburb near a large city,Never Married,2 Years College,High school,"$35,000 to $39,999",Lower Class,,Low,Below average,Not Satisfied,Strong Democrat,Slightly Liberal,Catholic,Once A Year,0,Not Too Happy,Fair,3,Yes,
2022-541,0.9500541320101986,53,Female,Black,South Atlantic,in a suburb near a large city,Never Married,1 Year College,High school,,Working Class,,Low,Far below average,More or less satisfied,Independent,Liberal,Protestant,Once A Year,3,Pretty Happy,Fair,2,,
2022-542,0.24287335379456923,33,Male,Other,South Atlantic,in open country but not on a farm,Never Married,8th Grade,Less than high school,"$12,500 to $14,999",Working Class,,Low,Far below average,Not Satisfied,Democrat,Moderate,Catholic,Never,0,Pretty Happy,Excellent,3,,Connections
2022-545,0.1843902688035724,35,Female,White,South Atlantic,in a suburb near a large city,Never Married,5+ Years College,Graduate,"$130,000 to $149,999",Middle Class,,High,Above average,More or less satisfied,Independent,Slightly Liberal,Protestant,Once A Year,0,Pretty Happy,Good,,,Luck
2022-546,1.0551534376890874,63,Female,White,South Atlantic,in a suburb near a large city,Married,4 Years College,Bachelor's,"$170,000 or over",Middle Class,"Management, professional, and related occupations",High,Above average,Satisfied,Independent,Moderate,None,,2,Very Happy,Excellent,1,,
2022-547,0.4573342724808411,79,Male,White,South Atlantic,"in a medium-size city (50,000-250,000)",Married,5+ Years College,Bachelor's,"$90,000 to $109,999",Middle Class,,High,Average,Satisfied,Democrat,Slightly Liberal,Protestant,Less Than Once A Year,4,Pretty Happy,Fair,,,Hard Work
2022-549,1.3479636200800806,18,Female,Black,South Atlantic,in a suburb near a large city,Never Married,12th Grade,High school,"$17,500 to $19,999",Working Class,,,Below average,More or less satisfied,Independent,Slightly Liberal,None,Never,0,Pretty Happy,Good,5,Yes,
2022-550,0.2544135568159697,68,Male,White,South Atlantic,"in a large city (over 250,000)",Divorced,5+ Years College,High school,"$20,000 to $22,499",Working Class,,Low,Below average,Not Satisfied,Strong Republican,Conservative,Catholic,Once A Year,3,Not Too Happy,Fair,,,Hard Work
2022-551,2.3163336431349566,67,Female,White,South Atlantic,on a farm,Married,1 Year College,High school,"$20,000 to $22,499",Lower Class,,Low,Below average,Not Satisfied,"Independent, Near Republican",Moderate,Protestant,Once A Year,2,Not Too Happy,Poor,,,
2022-552,0.552891236765238,65,Female,White,South Atlantic,"in a small city or town (under 50,000)",Married,2 Years College,High school,"$110,000 to $129,999",Working Class,,Low,Average,More or less satisfied,Republican,Moderate,Protestant,Every Week,2,Very Happy,Good,3,,Connections
2022-553,1.00077381088823,72,Female,White,South Atlantic,in a suburb near a large city,Divorced,4 Years College,High school,"$60,000 to $74,999",Middle Class,,Low,Above average,More or less satisfied,"Independent, Near Democrat",Moderate,None,Less Than Once A Year,0,Pretty Happy,Good,,,
2022-556,2.877971260920774,60,Female,White,South Atlantic,on a farm,Married,2 Years College,High school,"$60,000 to $74,999",Middle Class,,Low,Below average,More or less satisfied,Strong Republican,Slightly Conservative,Catholic,Less Than Once A Year,5,Pretty Happy,Good,2,,
2022-557,0.18182833417609207,31,Female,White,New England,"in a large city (over 250,000)",Never Married,4 Years College,Bachelor's,"$50,000 to $59,999",Working Class,,High,Below average,More or less satisfied,Democrat,Moderate,Protestant,Once A Year,0,Pretty Happy,Good,,,
2022-559,1.270626446411244,74,Female,White,New England,"in a small city or town (under 50,000)",Widowed,2 Years College,High school,"$60,000 to $74,999",Middle Class,,Low,Average,More or less satisfied,"Independent, Near Democrat",Moderate,Catholic,Never,2,Not Too Happy,Good,,,Hard Work
2022-560,0.09800124097568153,82,Female,Other,New England,"in a small city or town (under 50,000)",Widowed,5+ Years College,Bachelor's,"$17,500 to $19,999",Lower Class,,Low,Far below average,More or less satisfied,Democrat,Moderate,Protestant,Every Week,3,Not Too Happy,Fair,,,
2022-561,0.1915904596418978,27,Female,White,New England,"in a small city or town (under 50,000)",Never Married,4 Years College,Bachelor's,"$20,000 to $22,499",Working Class,,High,Average,More or less satisfied,Republican,Moderate,Catholic,Once A Year,0,Very Happy,Good,,,Hard Work
2022-562,0.6307356160286397,28,Male,White,New England,"in a small city or town (under 50,000)",Never Married,4 Years College,Bachelor's,"$150,000 to $169,999",Middle Class,,High,Above average,Satisfied,Other,Extremely Liberal,None,Never,0,Very Happy,Excellent,1,Yes,
2022-563,0.31536780801431985,23,Male,White,New England,"in a large city (over 250,000)",Never Married,4 Years College,Bachelor's,"$90,000 to $109,999",Upper Class,,High,Far above average,Satisfied,Strong Democrat,Liberal,Jewish,Once A Year,0,Pretty Happy,Good,3,,Luck
2022-569,0.40605890942437284,24,Male,White,New England,in a suburb near a large city,Never Married,2 Years College,High school,"$1,000 to $2,999",Working Class,Military specific occupations,High,Average,More or less satisfied,Other,Slightly Liberal,Protestant,Never,0,Not Too Happy,Good,,,
2022-570,0.6791921605312796,24,Female,Other,New England,"in a small city or town (under 50,000)",Never Married,4 Years College,Bachelor's,"$60,000 to $74,999",Upper Class,,Low,Far above average,Satisfied,"Independent, Near Democrat",Slightly Liberal,None,Never,0,Very Happy,Good,,,
2022-571,0.31536780801431985,25,Male,White,New England,"in a small city or town (under 50,000)",Never Married,4 Years College,Bachelor's,"$75,000 to $89,999",Middle Class,,Low,Average,More or less satisfied,Democrat,Liberal,None,Never,0,Pretty Happy,Good,,,Hard Work
2022-572,0.44196487990477584,31,Male,Other,New England,in a suburb near a large city,Never Married,12th Grade,High school,,Middle Class,,High,Above average,More or less satisfied,Independent,Moderate,Catholic,Nearly Every Week,0,Pretty Happy,Good,0,,
2022-573,0.5448559663404771,39,Male,White,New England,"in a small city or town (under 50,000)",Married,4 Years College,Graduate,"$170,000 or over",Upper Class,,High,Far above average,Satisfied,Democrat,Extremely Liberal,Protestant,Several Times A Year,2,Very Happy,Excellent,0,,
2022-574,0.228672864100573,41,Female,White,New England,"in a small city or town (under 50,000)",Divorced,4 Years College,Bachelor's,"$40,000 to $49,999",Working Class,,High,Below average,More or less satisfied,Independent,Moderate,Catholic,Every Week,2,Pretty Happy,Excellent,1,,Hard Work
2022-575,0.6814774644119509,42,Female,White,New England,"in a small city or town (under 50,000)",Married,2 Years College,High school,"$3,000 to $3,999",Middle Class,,High,Far below average,Not Satisfied,Strong Republican,Moderate,None,Never,4,Not Too Happy,Fair,2,,
2022-576,1.344989132317618,37,Male,White,New England,on a farm,Never Married,12th Grade,High school,"$90,000 to $109,999",Working Class,,Low,Average,Not Satisfied,Republican,Extremely Conservative,Other,Never,2,Not Too Happy,Fair,,,Hard Work
2022-577,0.457345728201146,43,Female,White,New England,"in a small city or town (under 50,000)",Never Married,4 Years College,Bachelor's,"$40,000 to $49,999",Middle Class,,High,Average,More or less satisfied,"Independent, Near Republican",Moderate,Catholic,Never,1,Pretty Happy,Excellent,1,,Hard Work
2022-578,0.70154154565938,33,Male,White,New England,"in a small city or town (under 50,000)",Married,12th Grade,High school,"$170,000 or over",Middle Class,,Low,Above average,More or less satisfied,"Independent, Near Republican",Moderate,Catholic,Several Times A Year,1,Very Happy,Fair,1,,Hard Work
2022-579,0.5115828588957532,33,Female,White,New England,in a suburb near a large city,Married,4 Years College,Graduate,"$170,000 or over",Upper Class,,High,Far above average,Satisfied,"Independent, Near Democrat",Moderate,None,Never,1,Very Happy,Excellent,0,,
2022-580,2.4177549106318086,38,Male,White,New England,in a suburb near a large city,Married,4 Years College,Graduate,"$170,000 or over",Upper Class,,High,Far above average,Not Satisfied,"Independent, Near Democrat",Slightly Liberal,None,Never,2,Not Too Happy,Good,,,
2022-581,0.5117933783185205,58,Female,Black,New England,"in a medium-size city (50,000-250,000)",Married,4 Years College,Bachelor's,,Middle Class,,High,Above average,Satisfied,Independent,Slightly Liberal,Jewish,Several Times A Year,3,Pretty Happy,Excellent,,,
2022-585,0.6430766424403215,57,Male,White,New England,in a suburb near a large city,Married,4 Years College,Bachelor's,"$170,000 or over",Upper Class,,Low,Above average,Satisfied,"Independent, Near Democrat",Slightly Liberal,Catholic,Several Times A Year,3,Very Happy,Excellent,3,,Hard Work
2022-586,5.174763614318732,59,Female,White,New England,in a suburb near a large city,Married,2 Years College,Associate/Junior college,"$170,000 or over",Middle Class,,High,Above average,More or less satisfied,Strong Democrat,Liberal,Catholic,Every Week,3,Pretty Happy,Good,,,
2022-587,1.4223418933244074,18,Male,White,New England,in a suburb near a large city,Never Married,11th Grade,Less than high school,,Middle Class,,,Above average,Satisfied,Republican,Conservative,Catholic,Several Times A Year,0,Pretty Happy,Excellent,2,,
2022-588,2.2826699386323206,36,Male,White,New England,"in a large city (over 250,000)",Married,4 Years College,Bachelor's,"$170,000 or over",Upper Class,,High,Far above average,Satisfied,Other,Slightly Liberal,None,Never,2,Very Happy,Good,,,Connections
2022-590,0.3334372990387437,43,Female,Other,New England,"in a large city (over 250,000)",Divorced,4 Years College,Bachelor's,"$60,000 to $74,999",Middle Class,,High,Average,Not Satisfied,Independent,Moderate,,Once A Month,1,Not Too Happy,Good,2,,
2022-591,2.2701081491275206,31,Female,White,New England,in a suburb near a large city,Married,4 Years College,Bachelor's,"$170,000 or over",Middle Class,,High,Above average,More or less satisfied,Democrat,Liberal,Catholic,Every Week,0,Pretty Happy,Good,1,,
2022-593,0.6038054229970924,51,Female,White,New England,"in a small city or town (under 50,000)",Married,4 Years College,Graduate,"$130,000 to $149,999",Middle Class,,High,Average,Satisfied,Strong Democrat,Liberal,Jewish,Several Times A Year,1,Pretty Happy,Excellent,,,
2022-595,0.5482094939469334,86,Male,White,New England,"in a small city or town (under 50,000)",Married,4 Years College,Bachelor's,"$170,000 or over",Middle Class,,Low,Above average,Satisfied,"Independent, Near Democrat",Moderate,Catholic,Never,0,Very Happy,Good,,,Hard Work
2022-596,0.555683559711359,62,Male,White,New England,"in a small city or town (under 50,000)",Divorced,5+ Years College,Graduate,"$22,500 to $24,999",Working Class,,High,Far below average,Not Satisfied,"Independent, Near Democrat",Extremely Liberal,None,Never,2,Not Too Happy,Poor,,,Hard Work
2022-597,0.31536780801431985,26,Male,White,New England,"in a small city or town (under 50,000)",Never Married,5+ Years College,Graduate,"$130,000 to $149,999",Middle Class,,High,Above average,More or less satisfied,"Independent, Near Democrat",Extremely Liberal,None,Once A Year,0,Pretty Happy,Excellent,5,,
2022-598,0.46884823779505713,56,Male,Other,New England,"in a small city or town (under 50,000)",Married,4 Years College,Graduate,"$170,000 or over",Middle Class,,Low,Above average,Satisfied,Republican,Moderate,Protestant,Several Times A Year,2,Pretty Happy,Good,0,,
2022-599,0.48709127828988147,41,Male,White,New England,"in a small city or town (under 50,000)",Never Married,4 Years College,Graduate,"$12,500 to $14,999",Working Class,,Low,Far below average,Not Satisfied,Strong Democrat,Moderate,Protestant,Several Times A Year,0,Not Too Happy,Fair,0,,
2022-604,1.2335243421186306,42,Female,White,New England,"in a small city or town (under 50,000)",Never Married,2 Years College,High school,"$50,000 to $59,999",Middle Class,,High,Below average,More or less satisfied,Strong Republican,Extremely Liberal,Catholic,Several Times A Year,0,Very Happy,Good,4,,Hard Work
2022-606,2.981014367595446,62,Female,White,New England,"in a large city (over 250,000)",Widowed,12th Grade,High school,"$3,000 to $3,999",Working Class,,Low,Below average,Not Satisfied,Democrat,Moderate,Catholic,Once A Year,1,Not Too Happy,Good,,,Hard Work
2022-609,0.5115828588957532,32,Female,White,New England,in a suburb near a large city,Married,4 Years College,Graduate,"$50,000 to $59,999",Middle Class,,Low,Average,Satisfied,Strong Democrat,Liberal,Jewish,Once A Month,0,Pretty Happy,Excellent,,,Connections
2022-610,0.2627309825839125,25,Male,White,New England,in a suburb near a large city,Never Married,12th Grade,High school,,Working Class,,High,Below average,Not Satisfied,Republican,Slightly Conservative,Other,Never,0,Not Too Happy,Fair,,,
2022-611,0.4270630750333962,62,Female,White,New England,in open country but not on a farm,Widowed,2 Years College,High school,"$170,000 or over",Middle Class,,Low,Above average,Satisfied,Strong Democrat,Liberal,Protestant,Once A Year,5,Very Happy,Excellent,,,Hard Work
2022-612,1.5196116828610395,46,Female,White,New England,"in a small city or town (under 50,000)",Married,4 Years College,Bachelor's,"$170,000 or over",Upper Class,,Low,Above average,Satisfied,Strong Democrat,Liberal,None,Never,2,Pretty Happy,Good,0,,
2022-613,0.2845918676326695,33,Female,White,New England,in a suburb near a large city,Never Married,2 Years College,Associate/Junior college,"$22,500 to $24,999",Lower Class,,High,Far below average,Not Satisfied,Independent,Moderate,None,Less Than Once A Year,2,Pretty Happy,Fair,4,,
2022-614,0.5147315942428565,71,Female,White,New England,"in a small city or town (under 50,000)",Married,4 Years College,Bachelor's,"$60,000 to $74,999",Middle Class,,High,Average,Satisfied,Independent,Slightly Conservative,Protestant,Every Week,3,Very Happy,Good,3,,
2022-615,1.2076108459941848,56,Female,White,New England,"in a medium-size city (50,000-250,000)",Married,5+ Years College,Bachelor's,"$130,000 to $149,999",Middle Class,,High,Above average,Satisfied,Democrat,Liberal,Catholic,Never,2,Pretty Happy,Good,,,
2022-616,0.2845918676326695,31,Female,White,New England,"in a small city or town (under 50,000)",Never Married,12th Grade,High school,"$40,000 to $49,999",Working Class,,Low,Average,Not Satisfied,"Independent, Near Democrat",Moderate,None,Never,0,Not Too Happy,Fair,1,,Hard Work
2022-617,0.9149014339910306,86,Male,White,New England,on a farm,Widowed,12th Grade,High school,"$60,000 to $74,999",Working Class,,Low,Average,More or less satisfied,Republican,Moderate,Protestant,Every Week,3,Pretty Happy,Fair,6,,Hard Work
2022-618,1.8394030358025366,27,Male,Other,New England,in a suburb near a large city,Never Married,4 Years College,Bachelor's,"$75,000 to $89,999",Middle Class,,High,Average,More or less satisfied,"Independent, Near Democrat",Slightly Liberal,Protestant,Several Times A Year,0,Pretty Happy,Good,2,,
2022-619,0.7058594555030533,78,Male,White,New England,"in a medium-size city (50,000-250,000)",Married,12th Grade,High school,"$40,000 to $49,999",Middle Class,,Low,Below average,Not Satisfied,Strong Republican,Extremely Conservative,Catholic,Several Times A Year,0,Pretty Happy,Good,,,
2022-621,0.9093047647433213,33,Male,White,New England,"in a small city or town (under 50,000)",Never Married,1 Year College,High school,"$130,000 to $149,999",Working Class,,Low,Above average,More or less satisfied,Democrat,Moderate,Protestant,Never,0,Not Too Happy,Fair,,,Hard Work
2022-624,0.3577414284326736,59,Male,White,New England,"in a small city or town (under 50,000)",Never Married,12th Grade,High school,"$22,500 to $24,999",Lower Class,,Low,Below average,Not Satisfied,Strong Republican,Conservative,Catholic,Never,0,Pretty Happy,Fair,12,Yes,
2022-625,0.8476039316824572,27,Female,White,New England,"in a small city or town (under 50,000)",Married,12th Grade,Less than high school,"$75,000 to $89,999",Lower Class,,Low,Average,Not Satisfied,Independent,Conservative,Catholic,Every Week,2,Not Too Happy,Fair,1,,
2022-626,0.7625236414630777,21,Female,White,New England,"in a medium-size city (50,000-250,000)",Never Married,2 Years College,High school,"$40,000 to $49,999",Middle Class,,Low,Average,Satisfied,Independent,Slightly Liberal,None,Never,0,Very Happy,Good,10,,
2022-627,0.1841385554734339,34,Female,Other,New England,"in a small city or town (under 50,000)",Never Married,1 Year College,High school,"$17,500 to $19,999",Lower Class,,Low,Below average,Not Satisfied,Independent,Moderate,Catholic,Never,0,Not Too Happy,Fair,2,,
2022-629,0.7058594555030533,66,Male,White,New England,in open country but not on a farm,Married,2 Years College,High school,"$50,000 to $59,999",Working Class,,Low,Average,Not Satisfied,Independent,Moderate,Protestant,Less Than Once A Year,4,Not Too Happy,Good,,,
2022-630,0.6272838000363035,28,Female,Other,New England,"in a large city (over 250,000)",Never Married,12th Grade,High school,"$75,000 to $89,999",Middle Class,Service occupations,Low,Average,More or less satisfied,Democrat,Conservative,Catholic,Never,3,Pretty Happy,Good,2,,Luck
2022-631,1.2420116771735317,56,Male,White,New England,"in a medium-size city (50,000-250,000)",Married,2 Years College,High school,"$130,000 to $149,999",Middle Class,,Low,Above average,More or less satisfied,Republican,,Protestant,Every Week,1,Very Happy,Good,5,,
